Hsig (m),Tp (s),Tm (s),Dp (deg),DpSpr (deg),Dm (deg),DmSpr (deg),QF_waves,WindSpeed (m/s),WindDirec (deg),,
2.55,11.36,8.78,215.218,20.55,207.834,33.501,1,7.2,228,,
2.56,12.8,8.74,212.549,19.959,207.689,33.931,1,7.2,137,17.2,1
2.67,12.8,8.82,211.274,16.521,205.49,34.81,1,6.8,142,,
2.36,11.36,8.06,208.441,26.268,201.882,38.767,1,7.6,137,17.18,1
2.41,12.8,8.26,213.474,20.817,202.855,38.848,1,8,137,,
2.36,11.36,7.98,216.601,23.19,203.306,40.224,1,6,137,17.14,1
2.57,11.36,8.24,211.572,21.185,200.716,38.307,1,6.8,137,,
2.45,12.8,8.1,216.786,20.86,202.671,40.253,1,7.6,240,17.1,1
2.38,12.8,8.12,220.132,19.031,205.817,38.868,1,6,137,,
2.11,12.8,7.66,216.627,22.799,198.219,41.485,1,7.2,120,17.12,1
2.42,12.8,8.26,215.84,18.727,203.919,37.486,1,6.8,131,,
2.34,11.36,8.16,216.712,22.828,204.851,38.473,1,4,165,17.14,1
2.23,12.8,8.04,220.043,20.508,204.095,38.776,1,7.2,97,,
2.25,12.8,8.16,216.882,19.883,202.141,39.27,1,7.2,137,17.14,1
2.21,12.8,7.98,218.603,22.283,203.865,39.608,1,8.4,257,,
2.24,12.8,8.24,221.752,19.934,207.211,38.349,1,4,154,17.04,1
2.03,11.36,7.82,218.872,29.485,199.56,42.562,1,6,137,,
2.17,12.8,8.28,218.016,20.173,202.942,38.445,1,4.4,142,17,1
2.17,11.36,8.4,217.944,21.68,204.912,38.624,1,3.2,154,,
2.13,11.36,8.54,218.144,21.099,206.313,36.787,1,5.6,234,16.92,1
1.83,11.36,7.98,219.184,25.567,201.929,41.671,1,2.8,154,,
2.08,11.36,8.48,214.103,25.222,201.576,37.643,1,2.8,154,16.9,1
2.02,11.36,8.72,218.421,23.337,205.175,36.883,1,2.8,148,,
2.11,11.36,8.68,216.954,21.675,205.841,36.586,1,2.8,160,16.92,1
2.15,11.36,8.9,208.02,18.697,200.405,33.695,1,2.4,154,,
2.24,11.36,9.08,210.287,20.469,202.311,32.73,1,3.2,165,16.88,1
2.24,11.36,9.24,210.685,21.295,202.283,32.105,1,2,160,,
2.19,11.36,9.12,210.527,22.376,202.189,33.326,1,2,154,16.9,1
2.05,11.36,8.84,206.645,20.645,198.693,34.042,1,2.4,165,,
1.93,11.36,8.66,211.895,23.255,199.626,35.94,1,2,154,16.92,1
1.98,11.36,8.72,209.875,24.494,199.93,34.636,1,2,160,,
1.99,11.36,8.78,207.42,24.508,196.409,35.023,1,2,154,17.02,1
1.93,11.36,8.86,213.071,25.254,201.519,35.307,1,2,154,,
1.97,11.36,8.98,204.95,23.577,199.432,34.68,1,1.6,160,17.1,1
1.73,10.24,8.4,209.153,27.964,200.692,38.939,1,1.6,148,,
1.96,11.36,8.74,205.764,24.801,197.991,36.458,1,1.6,154,17.3,1
1.97,11.36,8.8,206.484,22.507,199.171,34.51,1,2,160,,
1.88,11.36,8.66,212.902,21.929,200.77,36.54,1,6,274,17.52,1
1.75,11.36,8.6,208.934,25.735,198.952,37.256,1,1.6,154,,
1.9,11.36,8.88,207.996,24.307,202.837,34.99,1,1.2,160,17.82,1
1.85,11.36,8.52,210.847,24.65,201.775,36.617,1,1.2,165,,
1.96,12.8,8.92,212.844,17.143,202.996,32.842,1,1.2,165,17.94,1
1.95,11.36,8.9,206.321,22.378,200.564,34.814,1,1.2,160,,
1.74,10.24,8.32,206.479,28.925,200.838,39.14,1,1.2,165,17.96,1
1.77,11.36,8.58,207.955,25.519,198.819,37.583,1,1.2,160,,
1.78,11.36,8.42,211.93,29.773,197.768,41.064,1,1.6,160,18,1
1.82,11.36,8.56,211.992,23.604,203.992,38.098,1,6,251,,
1.78,11.36,8.46,207.567,25.648,201.339,37.388,1,1.6,154,18.06,1
1.71,11.36,8.46,209.535,26.341,199.109,37.281,1,1.2,165,,
2.69,12.8,11.5,207.346,29.651,197.816,51.205,1,5.2,165,18.08,1
1.69,11.36,8.06,211.932,26.547,198.765,40.47,1,6,160,,
1.82,11.36,8.52,214.394,24.968,200.995,39.597,1,6,240,18.02,1
1.73,11.36,8.12,215.393,25.244,201.297,41.093,1,5.6,148,,
1.74,11.36,7.98,209.784,27.175,196.959,40.999,1,6,291,17.9,1
1.61,11.36,7.94,210.847,25.398,199.031,41.04,1,6.4,262,,
1.84,11.36,8.52,213.362,18.888,200.268,38.589,1,4.8,137,17.84,1
1.77,11.36,8.34,211.182,22.453,198.062,39.71,1,2,160,,
1.67,11.36,8.28,213.882,26.997,198.081,40.545,1,2.4,160,17.78,1
1.65,11.36,8.42,211.039,26.04,200.881,40.84,1,6.4,274,,
1.59,11.36,8.3,214.372,24.209,202.568,40.813,1,6.4,291,17.78,1
1.6,11.36,8.36,213.434,24.29,199.734,40.53,1,1.6,160,,
1.64,11.36,8.3,214.212,22.458,201.53,39.103,1,1.6,160,17.66,1
1.61,11.36,8.46,205.254,25.858,199.624,39.723,1,6.8,308,,
1.5,11.36,8.12,211.656,23.428,199.046,42.498,1,7.2,331,17.44,1
1.59,11.36,8.18,213.792,24.254,199.192,42.448,1,6.8,280,,
1.64,11.36,8.48,215.455,19.51,206.051,38.088,1,6,114,17.32,1
1.53,10.24,8.28,208.047,26.126,197.086,40.629,1,5.2,285,,
1.53,11.36,8.44,210.136,24.927,198.624,40.52,1,3.6,285,17.1,1
1.44,11.36,8.3,217.88,24.438,202.728,42.987,1,1.6,154,,
1.6,10.24,8.56,222.078,22.646,209.41,39.162,1,4.4,240,16.44,1
1.55,10.24,8.3,212.969,24.932,200.7,38.493,1,1.6,160,,
1.55,10.24,8,209.655,22.246,197.274,36.834,1,6,148,15.78,1
1.59,11.36,8.02,205.69,23.552,196.484,36.307,1,6,142,,
1.65,11.36,8.02,202.677,25.285,195.44,34.143,1,6.8,148,15.4,1
1.44,11.36,7.88,202.055,25.532,193.134,35.034,1,5.6,148,,
1.5,11.36,7.82,196.928,23.408,193.408,34.184,1,5.2,125,15.46,1
1.56,10.24,8.1,196.496,22.539,193.987,33.892,1,4.8,120,,
1.3,10.24,7.42,198.131,28.845,192.09,37.242,1,6.4,331,15.76,1
1.54,11.36,8.06,208.771,22.914,199.995,35.674,1,6.4,97,,
1.39,11.36,7.34,205.895,30.371,199.487,42.587,1,1.2,177,15.88,1
1.6,11.36,7.56,208.186,26.119,201.883,39.648,1,7.2,97,,
1.62,10.24,7.72,212.244,29.183,204.016,40.759,1,6.4,108,15.94,1
1.59,10.24,7.38,208.694,30.407,201.996,40.804,1,6.4,102,,
1.48,11.36,7.18,215.713,26.765,204.143,42.558,1,7.6,120,16,1
1.51,10.24,6.74,216.909,30.379,204.557,44.487,1,8.4,114,,
1.47,11.36,6.5,212.942,33.36,200.344,47.971,1,8,120,16.02,1
1.54,10.24,6.72,212.545,29.377,198.303,46.382,1,8.8,222,,
1.49,11.36,6.56,218.503,26.646,200.915,47.443,1,8.4,131,15.92,1
1.51,11.36,6.64,215.413,32.574,198.408,46.644,1,8.4,131,,
3.86,25.6,17.5,108.225,73.875,186.667,71.225,1,8.8,142,15.86,1
1.45,11.36,6.6,224.77,30.107,201.944,47.486,1,7.2,234,,
1.52,11.36,6.94,218.29,25.726,200.203,49.207,1,8,120,15.66,1
1.39,11.36,6.46,222.343,34.381,200.805,50.896,1,7.6,5,,
2.22,25.6,9.8,217.513,75.925,197.739,62.374,1,8.4,137,15.54,1
1.53,11.36,6.4,215.142,27.095,195.336,46.619,1,8.4,137,,
1.56,10.24,6.38,217.245,26.08,196.844,46.691,1,8,148,15.2,1
1.53,11.36,6.08,220.587,31.024,188.859,48.544,1,7.6,171,,
2.08,25.6,8.24,76.019,70.322,176.316,56.302,1,8.4,148,15.18,1
1.62,10.24,6.08,209.457,23.156,183.176,41.228,1,7.2,148,,
1.56,10.24,6.18,207.836,24.783,183.899,40.71,1,8,188,15.24,1
1.57,11.36,6.38,210.368,25.24,182.42,39.353,1,6.8,182,,
1.57,10.24,6.3,205.261,25.297,180,39.247,1,6.8,148,15.1,1
1.66,10.24,6.26,205.095,29.336,174.388,37.158,1,6.8,142,,
1.6,10.24,6.32,200.834,29.076,178.583,40.436,1,6,160,14.88,1
1.62,10.24,6.22,194.845,28.792,172.169,39.056,1,5.6,137,,
1.76,10.24,6.44,197.339,28.934,171.484,39.77,1,6.4,131,14.78,1
1.84,10.24,6.4,198.012,28.204,168.789,38.494,1,5.6,154,,
1.82,10.24,6.38,200.442,29.791,168.602,40.765,1,6,148,14.52,1
1.92,6.82,6.5,145.804,22.655,166.47,40.347,1,5.2,142,,
1.87,6.82,6.42,145.81,21.068,165.539,39.094,1,6,142,14.3,1
1.84,6.82,6.4,145.347,22.954,165.513,40.174,1,5.6,142,,
1.76,6.82,6.44,147.089,25.911,168.366,40.795,1,5.2,148,14.22,1
1.78,10.24,6.78,202.61,28.688,171.458,42.066,1,4.8,142,,
1.74,6.82,6.8,147.439,24.559,170.315,41.018,1,3.6,142,14.26,1
1.68,6.82,6.78,144.081,29.049,171.225,41.564,1,3.2,154,,
1.72,10.24,7.16,202.553,25.663,177.973,40.812,1,2.8,154,14.46,1
1.66,6.82,7.06,145.309,27.537,174.689,41.377,1,2.8,154,,
1.73,6.4,7.1,144.213,26.958,175.438,41.52,1,2.4,165,14.66,1
1.56,6.82,6.96,148.861,28.405,179.686,43.364,1,2.8,154,,
1.59,6.4,6.78,151.119,28.493,179.37,43.509,1,6.4,45,14.74,1
1.52,10.24,6.88,209.416,27.159,186.544,46.613,1,4.8,342,,
1.54,11.36,6.66,209.853,25.7,188.964,45.562,1,6,331,14.9,1
1.6,10.24,7.02,206.784,23.566,195.582,46.06,1,5.2,337,,
1.45,6.4,6.54,154.947,31.913,193.11,50.195,1,5.6,325,15.06,1
1.56,12.8,6.82,220.779,22.858,191.029,46.95,1,5.6,337,,
1.43,14.62,6.68,222.261,26.026,196.202,47.344,1,6,5,15.24,1
1.52,12.8,6.6,218.009,23.713,195.166,47.153,1,6.8,337,,
1.35,12.8,6.14,218.002,26.789,201.246,48.845,1,6.4,314,15.26,1
1.41,10.24,5.98,212.273,24.326,203.878,50.853,1,7.2,320,,
1.41,10.24,5.9,210.184,27.289,215.688,50.824,1,7.2,348,15.28,1
1.4,11.36,5.5,214.019,31.472,217.149,53.645,1,7.2,285,,
1.57,10.24,5.92,212.848,29.567,219.898,49.832,1,6.8,285,15.3,1
1.51,11.36,5.54,214.407,34.047,224.521,52.602,1,7.6,280,,
1.51,12.8,5.34,208.852,42.631,229.508,57.222,1,7.6,291,15.3,1
1.52,12.8,5.36,217.145,38.537,233.713,59.498,1,8.4,291,,
1.55,4.44,5.2,291.123,43.991,244.474,63.511,1,8.8,314,16.46,1
1.55,4.86,5.14,291.334,41.826,248.881,62.968,1,9.6,314,,
1.64,14.62,5.4,220.638,32.812,249.252,60.405,1,7.6,348,16.78,1
1.52,12.8,5.32,222.589,37.249,255.556,62.778,1,9.2,320,,
1.56,11.36,5.34,215.466,34.172,256.293,62.106,1,8,337,17.12,1
1.59,5.12,5.36,291.473,42.182,256.996,60.232,1,8.4,302,,
1.68,5.12,5.42,291.626,38.705,253.962,62.03,1,8,320,17.22,1
1.73,4.86,5.4,288.065,39.195,254.197,58.172,1,8.4,297,,
1.75,5.68,5.52,282.234,37.643,253.185,61.942,1,8,325,17.36,1
1.73,5.68,5.44,276.733,43.733,255.91,56.955,1,7.2,308,,
1.78,5.38,5.52,283.275,40.575,256.261,57.173,1,7.6,28,17.38,1
1.79,6.02,5.36,275.047,42.703,258.422,57.757,1,8.8,280,,
1.84,6.4,5.5,271.68,41.834,252.174,55.923,1,8.4,280,17.38,1
1.86,6.4,5.38,268.666,43.35,259.747,52.38,1,8.8,274,,
1.87,6.02,5.38,263.152,38.112,256.743,52.796,1,9.2,268,17.36,1
1.9,6.02,5.54,265.585,38.475,253.31,51.308,1,9.2,268,,
1.87,6.82,5.42,271.899,41.518,254.305,50.322,1,8.8,251,17.3,1
1.95,6.02,5.46,264.036,37.114,246.728,51.169,1,7.6,257,,
1.89,6.82,5.64,258.934,49.188,245.606,48.2,1,8.8,251,17.34,1
1.89,6.4,5.6,253.77,42.027,241.596,49.502,1,8.4,240,,
1.85,6.82,5.64,243.719,50.071,241.382,50.587,1,8.4,257,17.34,1
1.95,6.82,5.88,256.203,45.806,243.473,47.482,1,6.8,0,,
1.95,6.82,5.64,256.745,47.191,242.454,48.729,1,8.8,245,17.4,1
1.88,6.82,5.66,245.767,55.766,240.584,49.093,1,8,240,,
1.82,6.82,5.72,258.299,48.219,245.067,48.303,1,7.6,245,17.4,1
1.91,7.3,5.96,266.7,44.664,239.197,47.479,1,8.8,240,,
1.81,7.86,5.7,258.189,40.917,240.504,48.531,1,8.8,240,17.4,1
1.93,7.3,5.86,262.53,40.97,241.716,46.514,1,8,234,,
1.9,6.82,5.88,251.167,39.939,239.767,45.595,1,7.6,228,17.38,1
2.05,7.3,6,258.507,38.001,243.545,45.664,1,6.8,257,,
2.01,7.3,5.9,267.816,36.66,237.353,45.481,1,7.6,222,17.36,1
2.05,7.3,5.9,254.778,41.833,233.63,46.367,1,8,205,,
2.06,7.3,5.82,256.677,41.128,232.339,46.86,1,8.8,211,17.32,1
2.17,7.86,5.86,261.507,35.552,230.954,45.86,1,10,211,,
2.26,7.3,6.08,245.589,32.682,229.768,43.876,1,8.8,205,17.32,1
2.27,7.3,6.12,239.583,40.113,224.262,44.567,1,7.2,314,,
2.16,7.3,6.16,246.441,38.412,227.655,45.375,1,8.4,205,17.32,1
2.26,7.86,6.42,250.685,31.877,229.773,43.301,1,7.6,205,,
2.38,7.3,6.38,240.712,37.019,227.536,41.783,1,7.6,205,17.36,1
2.44,7.3,6.38,231.351,36.255,225.106,41.018,1,8.4,205,,
2.38,7.3,6.4,229.851,36.875,220.833,41.905,1,7.6,205,17.34,1
2.5,7.86,6.44,238.953,35.206,223.913,42.208,1,7.2,205,,
2.35,7.3,6.4,233.475,28.413,222.671,40.635,1,6.4,188,17.4,1
2.54,7.86,6.66,231.432,30.57,220.973,39.049,1,6.8,194,,
2.35,7.86,6.46,228.935,33.812,221.022,41.537,1,8,200,17.42,1
2.48,7.3,6.66,229.052,32.287,220.681,39.546,1,8,200,,
2.41,7.86,6.64,232.306,32.156,223.555,39.072,1,7.2,194,17.5,1
2.47,8.52,6.96,219.45,27.342,220.726,38.085,1,7.2,194,,
2.62,8.52,6.98,222.34,24.505,220.381,36.402,1,7.6,205,17.46,1
2.39,7.86,6.76,220.252,32.906,218.317,39.177,1,7.6,194,,
2.9,8.52,7,223.366,22.765,220.841,35.305,1,6.8,182,17.54,1
2.56,8.52,6.84,223.749,27.317,219.42,37.832,1,7.6,200,,
2.6,8.52,7,226.58,28.363,221.411,38.614,1,8,194,17.54,1
2.58,8.52,6.92,225,26.5,220.378,37.206,1,8.4,194,,
2.64,8.52,6.96,221.333,21.514,217.992,36.347,1,7.6,182,17.56,1
2.59,8.52,6.86,212.957,24.171,212.985,36.811,1,8,200,,
2.6,8.52,6.86,217.088,22.344,215.682,35.215,1,7.2,188,17.54,1
2.42,9.3,6.88,212.247,27.713,217.436,38.7,1,6.4,177,,
2.42,8.52,6.86,216.175,32.614,215.538,39.262,1,6.8,194,17.52,1
2.47,7.86,6.9,224.818,28.954,214.915,38.549,1,6.8,194,,
2.58,9.3,7.26,216.395,23.02,213.494,36.816,1,6.4,165,17.5,1
2.84,8.52,7.58,213.605,24.364,212.962,33.227,1,6.4,171,,
2.54,10.24,7.46,214.878,27.008,214.523,37.74,1,6,194,17.5,1
2.81,9.3,7.6,215.502,23.292,216.474,34.325,1,6.8,177,,
2.76,10.24,7.72,215.732,24.902,217.181,33.589,1,6.8,188,17.5,1
2.94,10.24,7.92,215.838,24.094,215.569,32.893,1,6.8,200,,
2.76,10.24,7.92,217.683,22.532,215.774,33.632,1,7.2,188,17.48,1
2.91,11.36,8.26,217.288,20.263,216.154,31.898,1,6,182,,
2.82,11.36,8.32,223.684,21.023,221.074,31.588,1,5.2,182,17.48,1
2.85,10.24,8.36,220.608,21.493,217.329,30.921,1,5.6,200,,
2.73,10.24,8.24,224.498,18.655,220.908,31.134,1,5.2,125,17.48,1
2.76,11.36,8.36,220.367,21.017,217.04,31.006,1,5.6,154,,
2.57,11.36,8.22,225.73,22.508,222.359,32.409,1,4.8,188,17.46,1
2.75,11.36,8.3,221.088,24.07,221.55,32.556,1,6.8,188,,
2.99,11.36,8.84,226.221,19.69,222.343,29.778,1,6,182,17.46,1
2.62,11.36,8.52,226.96,24.38,221.071,33.678,1,6,177,,
2.54,11.36,8.38,229.473,26.247,223.334,33.224,1,4,188,17.46,1
2.56,11.36,8.14,225.951,28.705,223.568,33.437,1,5.6,194,,
2.82,11.36,8.58,226.256,18.864,223.725,29.243,1,6.4,182,17.44,1
2.57,11.36,8.44,230.766,21.614,224.381,33.254,1,6.4,188,,
2.6,11.36,8.32,226.656,24.493,224.143,33.181,1,6.4,222,17.44,1
2.6,11.36,8.4,228.486,21.115,223.877,31.777,1,6.4,194,,
2.56,11.36,8.56,229.753,19.414,226.379,30.156,1,6.8,194,17.44,1
2.68,11.36,8.52,226.316,21.023,222.687,30.704,1,6.4,188,,
2.47,11.36,8.18,225.644,22.51,222.634,32.706,1,6,182,17.42,1
2.52,11.36,8.3,227.632,23.174,224.488,31.287,1,6,188,,
2.71,10.24,8.48,231.929,17.911,225.731,29.567,1,6,194,17.46,1
2.73,10.24,8.38,224.831,20.515,223.361,29.227,1,4.8,211,,
2.7,11.36,8.54,230.981,18.359,225.183,29.728,1,5.2,188,17.44,1
2.7,11.36,8.74,228.597,18.576,222.256,29.618,1,4.8,182,,
2.78,12.8,9.16,223.312,15.818,222.381,28.375,1,4.8,177,17.44,1
2.78,12.8,9.04,218.266,17.203,220.712,28.276,1,4.4,171,,
2.63,12.8,8.86,220.149,19.855,221.272,30.21,1,4.8,200,17.54,1
2.8,12.8,9.14,219.481,18.372,220.601,29.752,1,4.4,17,,
2.68,12.8,8.82,217.965,21.26,220.707,30.446,1,4.4,200,17.6,1
2.39,11.36,8.36,223.264,23.925,221.477,33.172,1,4.8,182,,
2.91,11.36,9.46,223.413,18.352,220.367,27.904,1,4.8,194,17.66,1
2.64,12.8,8.92,214.255,20.768,219.529,30.805,1,5.6,182,,
2.74,11.36,8.78,220.069,22.22,219.68,30.605,1,6,188,17.7,1
2.57,12.8,8.42,219.658,22.841,219.364,31.943,1,5.6,188,,
2.71,11.36,9.02,224.489,21.376,221.05,31.077,1,5.6,234,17.7,1
2.52,11.36,8.54,220.384,26.483,218.806,32.493,1,6.8,205,,
2.58,11.36,8.86,212.859,25.978,216.485,31.903,1,6,205,17.7,1
2.68,11.36,8.9,220.322,16.655,217.632,29.47,1,6.4,194,,
2.52,11.36,8.74,216.408,22.824,217.082,32.104,1,5.2,194,17.66,1
2.53,11.36,8.76,221.437,22.46,218.279,31.33,1,5.6,280,,
2.79,11.36,9.1,219.767,19.879,219.216,29.853,1,6,205,17.64,1
2.55,11.36,8.6,222.668,23.301,221.08,31.444,1,6,200,,
2.49,11.36,8.62,218.478,23.931,220.053,32.252,1,5.6,194,17.58,1
2.55,11.36,8.9,215.117,23.733,215.713,31.133,1,5.6,217,,
2.45,11.36,8.76,219.532,26.596,219.28,31.787,1,5.2,182,17.54,1
2.56,11.36,9,223.371,22.363,222.579,31.283,1,4.8,171,,
2.52,11.36,8.76,225.818,22.905,224.398,30.847,1,5.6,205,17.5,1
2.37,11.36,8.6,224.096,28.468,223.377,33.43,1,5.6,154,,
2.27,11.36,8.66,226.836,24.85,222.412,32.202,1,3.6,200,17.48,1
2.46,11.36,8.74,228.547,21.847,224.862,29.956,1,4.4,182,,
2.38,11.36,8.66,226.373,26.382,223.095,31.095,1,4.4,234,17.46,1
2.38,11.36,8.58,231.603,21.175,226.347,31.12,1,3.2,200,,
2.57,11.36,8.86,223.329,22.259,222.495,29.251,1,5.2,188,17.5,1
2.43,11.36,8.48,225.298,21.486,221.982,29.595,1,6,188,,
2.17,10.24,7.9,226.086,28.622,222.748,33.738,1,5.6,171,17.5,1
2.59,11.36,8.76,227.203,20.626,224.187,28.471,1,5.2,182,,
2.44,10.24,8.54,229.548,25.886,224.861,30.852,1,5.6,177,17.46,1
2.47,10.24,8.46,223.766,25.779,222.603,30.401,1,4,205,,
2.45,11.36,8.68,225.389,23.502,223.236,31.029,1,4.4,177,17.42,1
2.25,10.24,8.26,233.437,28.503,224.286,33.252,1,4.4,194,,
2.32,10.24,8.32,228.7,28.269,223.409,31.76,1,4.4,182,17.44,1
2.46,11.36,8.78,229.542,20.818,224.814,31.071,1,3.6,211,,
2.35,11.36,8.7,226.541,25.676,223.668,30.082,1,4.4,171,17.42,1
2.13,11.36,8.26,231.291,26.172,224.519,33.998,1,4,182,,
2.32,10.24,8.62,222.821,24.456,221.953,30.5,1,3.6,165,17.42,1
2.27,11.36,8.5,225.043,24.077,222.494,30.986,1,3.6,160,,
2.12,11.36,8.48,235.193,23.218,225.521,32.843,1,3.2,160,17.44,1
2.25,11.36,8.62,229.061,23.279,222.527,31.497,1,3.2,165,,
2.58,12.8,9.04,235.075,16.963,227.501,29.096,1,3.6,188,17.48,1
2.2,10.24,8.4,228.293,26.829,222.583,31.138,1,3.6,194,,
2.16,11.36,8.58,227.656,24.32,224.016,31.852,1,3.2,171,17.54,1
2.31,10.24,8.54,227.61,19.678,223.253,30.139,1,3.6,102,,
2.42,10.24,8.9,224.826,24.358,224.178,29.565,1,2.8,171,17.6,1
2.23,11.36,8.68,230.754,24.299,224.434,32.495,1,4.4,108,,
2.19,10.24,8.56,228.117,28.411,225.141,32.429,1,3.2,182,17.68,1
2.15,11.36,8.42,229.392,24.089,223.783,31.774,1,3.2,148,,
2.25,11.36,8.62,232.819,20.672,225.555,30.774,1,5.6,120,17.7,1
2.14,12.8,8.54,229.274,21.83,224.103,32.559,1,5.6,120,,
2.18,11.36,8.88,231.018,22.483,225,31.651,1,2.4,188,17.78,1
2.19,10.24,8.64,233.242,25.409,228.18,31.659,1,6.4,125,,
2.13,11.36,8.52,236.07,24.69,226.718,33.426,1,2.4,205,17.78,1
2.17,10.24,8.44,229.917,25.2,227.843,32.813,1,6.4,131,,
2.1,12.8,8.74,234.272,22.576,227.908,33.29,1,2.4,200,17.76,1
2.14,10.24,8.34,232.328,26.365,227.544,33.855,1,7.2,137,,
2.08,11.36,8.2,236.565,23.808,229.78,35.047,1,7.6,182,17.78,1
2.08,10.24,8.3,231.217,31.491,228.488,35.62,1,6.8,142,,
2.02,10.24,7.96,235.038,25.09,228.717,35.281,1,6.4,148,17.72,1
2.17,10.24,8.28,232.9,22.142,227.862,33.361,1,7.2,205,,
2.24,10.24,8.34,233.501,20.64,228.89,32.862,1,6.8,154,17.68,1
1.99,11.36,7.96,237.356,22.834,227.765,37.29,1,7.2,251,,
2.08,10.24,8,235.66,24.574,226.461,37.47,1,6.8,131,17.62,1
2.08,10.24,8.18,233.826,25.502,225.849,36.874,1,7.2,137,,
1.99,11.36,7.78,232.834,24.613,224.488,38.622,1,7.6,108,17.52,1
2.09,11.36,8.1,234.316,27.097,224.247,37.243,1,7.2,97,,
2.17,10.24,8.4,231.08,24.693,224.853,35.63,1,6.8,108,17.52,1
2.01,11.36,8.14,234.228,23.195,224.603,36.447,1,6.4,114,,
1.99,11.36,8.22,231.539,22.551,223.121,36.16,1,6,114,17.52,1
2.07,10.24,8.36,228.687,23.818,223.985,34.453,1,6.4,108,,
2.02,10.24,8.34,231.998,21.379,223.971,35.491,1,5.6,108,17.5,1
1.91,11.36,8.38,231.966,26.28,221.899,35.776,1,5.6,217,,
1.98,11.36,8.5,230.556,26.58,221.199,35.014,1,6,108,17.5,1
1.89,11.36,8.34,230.483,23.108,222.618,36.387,1,5.6,102,,
1.74,10.24,8.52,233.013,30.548,221.348,37.896,1,6,97,17.46,1
1.9,10.24,8.36,235.665,29.602,224.13,38.559,1,6,74,,
1.76,12.8,8.04,229.687,24.967,221.841,41.314,1,6,68,17.44,1
1.87,11.36,7.96,228.977,24.714,220.347,41.21,1,6,68,,
1.75,10.24,7.9,226.953,28.976,219.083,42.561,1,5.6,34,17.44,1
1.8,11.36,8.24,231.264,23.122,221.151,39.526,1,4.8,62,,
1.62,11.36,8.34,227.007,31.525,222.237,43.111,1,5.6,62,17.44,1
1.65,11.36,8.56,229.824,29.075,221.256,40.387,1,1.6,171,,
1.65,10.24,8.34,234.455,30.036,223.2,40.655,1,4,74,17.42,1
1.62,11.36,8.9,227.756,26.714,222.019,37.641,1,3.6,57,,
1.66,11.36,8.84,231.642,22.01,223.069,36.22,1,3.6,62,17.42,1
1.71,17.06,9.74,221.82,13.57,223.444,32.398,1,1.6,177,,
1.65,11.36,9.48,235.167,22.317,226.736,34.231,1,1.2,120,17.46,1
1.6,11.36,9.6,234.978,22.703,227.749,34.243,1,2,348,,
1.41,11.36,8.88,226.744,24.488,224.299,37.061,1,1.6,102,17.54,1
1.48,17.06,9.84,226.182,13.714,223.183,33.557,1,2,85,,
1.47,17.06,9.68,224.546,16.181,226.262,34.774,1,1.6,108,17.78,1
1.5,17.06,10.04,222.785,15.018,225.865,33.992,1,1.6,102,,
1.46,11.36,9.78,233.48,21.731,225.679,34.656,1,1.2,120,18.02,1
1.37,17.06,9.64,227.722,16.108,225.098,35.821,1,2,22,,
1.39,17.06,9.74,220.879,15.819,225.195,34.922,1,2.8,17,19.4,1
1.36,11.36,9.12,237.067,25.286,227.176,36.147,1,2,11,,
1.35,11.36,9.52,234.484,23.099,228.018,33.689,1,2,34,19.34,1
1.31,17.06,9.66,220.849,17.191,226.985,34.55,1,1.6,28,,
1.38,10.24,9.64,227.277,24.999,225.287,33.597,1,0.8,142,18.56,1
1.34,17.06,9.6,224.456,18.776,227.015,33.818,1,1.6,57,,
1.24,10.24,9.22,223.173,29.526,223.133,35.655,1,1.6,74,18.74,1
1.38,10.24,9.82,234.368,26.13,230.509,34.301,1,1.2,57,,
1.45,17.06,10.32,229.226,18.573,231.021,31.378,1,0.8,80,18.68,1
1.47,17.06,10.28,227.93,16.213,227.678,30.53,1,1.2,62,,
1.49,17.06,10.46,225.923,19.121,228.942,29.808,1,0.4,131,18.34,1
1.28,11.36,9.6,225.976,26.484,224.325,34.261,1,5.2,302,,
1.45,11.36,9.64,233.717,23.377,228.328,30.624,1,5.6,280,18.06,1
1.53,17.06,10.32,222.771,22.315,224.55,27.996,1,3.6,240,,
1.34,11.36,9.58,226.622,25.136,227.104,31.663,1,0.8,74,18.06,1
1.49,17.06,10.26,223.466,21.542,227.553,29.325,1,0.8,74,,
1.43,17.06,10.36,226.081,17.631,228.212,28.561,1,0.8,85,17.9,1
1.51,17.06,10.32,224.502,17.397,228.922,28.162,1,1.6,240,,
1.41,10.24,10.22,229.669,25.601,226.615,30.52,1,0.4,137,17.76,1
1.42,17.06,9.94,224.957,23.888,228.851,30.941,1,4,34,,
1.56,17.06,10.54,220.743,19.754,227.047,29.127,1,3.2,11,17.64,1
1.43,17.06,9.48,226.56,19.897,228.66,34.106,1,4.8,62,,
1.52,17.06,10.12,225.042,18.783,228.273,31.651,1,4,68,17.56,1
1.66,11.36,10.36,232.716,18.612,230.389,27.702,1,3.2,17,,
1.64,17.06,10.94,222.791,14.401,226.848,28.188,1,3.2,68,17.52,1
1.68,17.06,11.6,225,13.927,227.943,27.034,1,3.2,57,,
1.77,17.06,10.96,222.113,16.08,228.855,26.334,1,3.6,51,17.48,1
1.75,17.06,10.9,222.69,16.169,228.493,27.477,1,3.6,45,,
1.78,17.06,10.68,223.34,17.328,229.225,28.921,1,2.8,51,17.48,1
